BPG	P2G	P3G	ADP	DHAP	E4P	F6P	FBP	GAP	NADPH	PEP	PHI	R5P	Ru5P	RuBP	S7P	SBP	Xu5P	ATP	NADP	O2	CO2	PYR
0.0835867731	0.5232978522	6.4337308394	0.2557959901	0.0832264163	0.1488063322	3.4844735538	1.4065164865	0.8804451903	6.3965971664	0.7819219063	1.524613249	0.0948954693	0.0137025079	1.0661626834	0.2151101214	0.0003230696	0.1441141525	12.2332033718	0.1565360436	0.273	0.15	0.0456924198
0.0052062358	0.100831618	4.098070257	1.4083468287	1.3169507004	0.028654745	2.4229826587	0.3606383313	0.4163009237	27.536906564	0.2909970481	1.0468903177	0.0649563451	0.0127224033	0.0974686425	0.1426412609	1.7663424788	0.0633326335	4.6138521631	0.3061548263	0.273	0.15	10.0576384462
0.0101666948	0.6159716883	3.6286647219	0.4886686993	0.1498786614	0.0344842235	1.3897283594	0.6798870361	0.5685931588	14.0711918118	0.2623896812	4.8458649489	0.0302186052	0.0078759781	0.1388578405	0.0451774688	0.0171929317	0.0861189034	5.2161755883	0.0395321831	0.273	0.15	0.0027061217
0.0229821595	0.1677058663	10.4804606147	1.0397091958	0.9076538671	0.1521655125	3.3220082547	0.1021384777	0.5563785945	6.141287847	0.327615132	1.2062599635	0.0797181714	0.0122492529	1.5981290755	0.1300929665	2.7372290295	0.1329178644	22.5909538674	0.1131841918	0.273	0.15	7.4782226242
0.0077484125	0.1378301237	0.7263639547	0.0666760879	0.0704448718	0.0524494237	0.7152843876	1.7552214309	0.2336990205	14.0866943432	0.2068943402	3.6351851023	0.0624561625	0.0082015027	0.1884217388	0.0690064209	0.0001762203	0.0355702846	1.4303680921	0.0587053572	0.273	0.15	0.0003829699
0.0762213719	0.4560193773	5.3635956249	0.0813877748	5.4501923798	0.1629570055	3.7734599185	1.1203976908	0.7235879221	22.7565941699	0.2232335895	3.3936497515	0.1345809125	0.0091591403	9.6458538145	0.1742341505	0.0039370996	0.1011259024	8.2022238612	0.0389384191	0.273	0.15	0.0080924512
0.0187400908	0.1118247114	1.4105368774	0.2226971658	0.2424225277	0.0499836196	0.6640131055	4.5236995351	0.4421496454	24.7464644082	0.2751161789	1.3126587922	0.0762216997	0.0080138657	9.8629798201	0.0553586721	0.760061646	0.0449055273	9.2937535626	0.6927016573	0.273	0.15	0.0087665031
0.0289335974	0.1230835429	8.6034038265	0.3358792185	0.0318833638	0.2587869598	4.2952809214	1.9043050316	0.4528060363	23.7835779863	0.4293617737	8.0463411431	0.1254781867	0.0149671686	0.1893914848	0.2813360637	0.3518918297	0.1109313386	32.0326579846	0.1713851731	0.273	0.15	0.3972071996
0.005467853	0.1810070783	2.4339365628	0.1660023083	0.0602054269	0.1243040193	4.3137486673	3.4912505855	0.2244196986	16.3990984927	0.2816140741	1.6838161095	0.0356578194	0.0136496109	5.1829122791	0.238915619	0.1277480479	0.1048051314	2.8749899984	0.1021170161	0.273	0.15	0.0013908248
0.0118721696	0.2808611289	2.892074686	0.2392391466	0.0454588538	0.157572228	1.1602926709	0.2216875833	0.5387582923	14.8608034899	0.2175806846	1.8200210099	0.0348301188	0.0090177134	8.0208261112	0.0380338238	0.0001173846	0.0451145734	4.0572523296	0.1257257511	0.273	0.15	0.0005173568
0.0319044898	0.2339609319	2.2013883482	0.0734112242	0.1612312567	0.1196441395	2.0653385607	0.0710099376	0.9312717965	13.1341655628	0.7837611372	2.3634946596	0.046615147	0.0102974586	1.7360861553	0.1578310192	0.0273578371	0.1973960931	4.5625327965	0.1496727395	0.273	0.15	0.0178882985
0.0273223213	0.3855096212	3.3975900321	0.6400962816	0.0785516791	0.1752845043	1.1824153223	2.5687146129	0.9657903524	26.0248485761	0.2753523096	3.0329034141	0.0367386394	0.0107138125	0.0625522089	0.030458423	0.0238705045	0.0470906801	31.9863862281	0.1310496855	0.273	0.15	5.8207525289
0.0402531898	0.1862360991	9.4005218742	3.3274217342	6.0364396661	2.2670041734	3.7796914118	0.7475061487	5.5500975384	20.6137517882	0.1754862113	1.6843770101	0.0904867184	0.0139924897	0.6598119027	0.0976022234	0.0870178918	0.1303272122	29.0254176387	0.0890874085	0.273	0.15	8.7369817254
0.0017337327	0.0793898938	8.6600394511	0.6475636241	0.1452577813	0.0214973008	4.6882560094	2.3239590649	0.0267151908	23.6187167122	0.3042931033	6.622218997	0.0277945144	0.0104791112	0.1897140914	2.7121431101	0.0173310003	0.0538464607	3.40842864	0.1322361976	0.273	0.15	0.0050066584
0.046626407	0.4161977339	9.6473829322	0.0958716795	0.1013555749	0.037966872	3.6053959935	1.7764617921	0.6361274238	11.3027958356	0.5122095595	6.7415168328	0.0773826411	0.0270721836	3.8475486789	0.1681613545	0.1540688789	0.1244806854	5.248263995	0.0581165292	0.273	0.15	0.0005854108
0.0256674105	0.0851557791	6.2298892268	0.1447929668	0.9673984182	0.0471793081	1.4914028376	1.2946495629	0.1903563725	9.1492676571	0.4239464978	2.6171918774	0.1093504678	0.0090406737	0.1195184998	0.2254303802	0.1501055647	0.0378464263	7.5713004317	0.0700311323	0.273	0.15	0.0109243301
0.0170456149	0.5747014842	4.0401000476	0.0753332481	1.3610780129	0.0374747519	0.8919997464	0.0949437935	1.1051205667	13.5964221807	2.9687856835	1.7013658287	0.0442718191	0.0093821212	6.2608952672	0.0244803786	0.1063021292	0.0485678829	0.7266768843	0.1119312332	0.273	0.15	0.0373427511
0.0263871515	0.4945172156	5.8868064603	0.154247045	0.3139219303	0.0645557345	1.5371547721	2.347461796	0.4948442302	11.1756032353	1.0507690064	6.6944061439	0.0513482565	0.0078239674	0.0796024867	0.1769459538	0.0693806196	0.0574416216	4.1674094383	0.0685202907	0.273	0.15	0.0018782691
0.0052450948	0.4357418864	9.4254475601	1.3525187445	0.5025398514	0.0515449894	4.4550175165	1.785565206	0.2049233145	22.3092223291	0.4460288919	3.5329174918	0.1032637764	0.008184459	0.4788574104	0.418790687	0.0015558287	0.0345815403	9.2097187166	0.1025079037	0.273	0.15	85.4890838046
0.0309510574	0.2325486405	8.5335188919	0.4113768752	0.12994169	0.979193052	4.749805672	0.7587238687	6.372696538	22.4961598006	0.7794644129	1.22502449	0.0945833919	0.0360626735	0.1914784549	0.3464728026	0.0008496108	0.3630472564	5.1405544549	0.0732668933	0.273	0.15	29.8092497455
0.0514070794	0.4618028004	8.4424532503	0.2715391797	5.8621764387	0.0568138664	1.9179758046	0.3342904513	0.9655098475	26.9849640061	0.3108250037	2.2153142763	0.0505083497	0.0122568247	2.2156524996	0.0282241667	6.0853004084	0.0635465283	8.2669063059	0.0687225542	0.273	0.15	4.2325335838
0.0636163616	0.1419843488	6.3523436337	0.1784287542	0.0256253862	0.0151602573	3.7994081083	0.4362732225	0.0300186457	25.63324828	0.1751869533	6.600839566	0.0292101743	0.0116083374	2.6375653577	0.5063840634	0.0025538021	0.0559412378	10.1324835657	3.2282907733	0.273	0.15	0.0500796156
0.0025915576	0.1379604822	4.0512176585	0.2038277089	0.022527641	0.0084877773	2.0944712601	5.8397911508	0.1182159175	14.4221953112	0.3631639374	2.2596906363	0.0634107295	0.0091833725	0.2310210846	0.1358027529	0.0034042255	0.0364836085	0.6287057918	0.0383563733	0.273	0.15	2.3720977621
0.0592368397	0.0731122008	6.7811992034	0.2459657392	0.0412974518	0.0238806156	1.3753194437	0.1155756779	0.315085518	24.383500158	0.2484305107	1.8860731042	0.0568045908	0.011224205	0.1985464484	0.0640636207	0.0033721174	0.045253065	7.957661939	0.0735304066	0.273	0.15	0.0131865897
0.0378429947	0.0650439271	4.0475932069	0.1640360811	0.0287458783	0.095483371	1.7421231177	3.9144848364	1.3097034516	4.8379968675	0.219509	1.514433415	0.0340996236	0.0117476012	0.081252036	0.021788232	0.0056916616	0.0803903813	6.0663752757	0.0634307266	0.273	0.15	5.1871943316
0.0195380389	0.4087790566	2.8836862501	1.1163387636	0.2539999176	0.0493752768	2.5040671587	0.0379099844	0.8934073023	8.3707115206	0.4053946069	1.0027803926	0.1106748924	0.0077170669	9.9568077213	0.0573714405	0.003352411	0.0387835327	29.6771487085	0.0432431446	0.273	0.15	2.7878158931
0.0267078399	0.076615367	6.0251266526	0.2035103399	2.2708985058	0.3450131541	3.4314172251	1.8864081584	4.1695736367	15.0821575902	0.2405850547	1.0375960923	0.1467246317	0.0088070009	0.120387205	0.1957679932	0.040008559	0.0521739844	6.7022966024	0.0685404887	0.273	0.15	2.873554754
0.0041723563	0.5544185418	3.7463965121	1.8792699544	1.7230473183	0.0451938405	3.9942529128	0.0983785355	0.2463696479	4.7065718971	1.236548324	1.5384898064	0.0381567458	0.0109739273	6.2743177953	0.2248076553	0.000258597	0.0805838672	6.0723369575	0.0475512171	0.273	0.15	2.7606404341
0.0010545296	0.2331634911	1.5887258429	0.147783678	0.3986946577	0.0218081684	2.4977438075	0.0816588954	0.0459152604	9.7912491654	0.5021150395	1.7956143986	0.0750860765	0.0146625097	0.0668503941	0.8435741166	0.2673445607	0.062271665	0.425457808	0.0545645152	0.273	0.15	0.0366809055
0.0205565405	0.8092849313	7.5836100372	0.6187860665	2.3884549224	0.1153016776	0.8972976116	6.4244818222	1.5558735662	16.7585684167	0.1775032934	1.8624260711	0.0383426459	0.0078686802	0.4858270362	0.0204599538	0.0015533143	0.0906014354	4.2236141109	0.0798649729	0.273	0.15	1.941033476
0.0066309281	0.3912421869	6.4327753666	1.5471497602	0.0452182138	0.0835875602	3.8241039307	0.2455342394	1.6447637199	20.0041363939	1.4711002528	1.2057195208	0.0574387221	0.0158683361	7.3784589936	0.1570418517	0.0052412296	0.18930509	4.4922070795	0.038728567	0.273	0.15	12.7065830793
0.0562478598	0.6560943105	8.8404794478	0.2146677491	0.4023717633	0.1041526781	3.3485989638	1.7125252614	0.9343736032	11.9448035687	0.3484180485	3.2754140719	0.0584746094	0.0108332201	0.295418817	0.1074853905	0.0197920669	0.0460205151	4.8459902706	0.09863314	0.273	0.15	38.3066044826
0.0148124776	0.1547881399	4.3130470933	0.3653325583	0.2829564312	0.106745881	4.2720411612	0.4025773214	0.1833991151	15.2849355644	0.3636830854	2.5462709127	0.0340370044	0.0106594651	0.2989593122	1.1277054956	0.0035222589	0.0763145783	19.2668540802	0.1877915311	0.273	0.15	0.0002807138
0.037473755	0.6891718128	4.4813421604	0.0629446136	1.9707931724	0.1546099271	0.8453842552	1.5069070754	1.852256806	23.8334637057	1.1115395613	1.2776253921	0.0402892609	0.0080964714	1.1373268769	0.0627955239	0.0005962882	0.0839013253	1.4520455867	0.2908297455	0.273	0.15	0.0034336826
0.028895886	0.2776263796	3.7558042483	0.0525493666	1.0228548266	0.0542529411	3.0972636832	0.4043562245	0.2925206569	12.6611465526	0.7691946528	2.0769774342	0.1049879561	0.0136177271	1.1008526776	0.2341560799	0.0006250328	0.0718513486	2.1836024922	0.0776930654	0.273	0.15	47.9013230333
0.0754908192	0.7440189841	4.7430424985	0.161153131	0.3947394052	0.5935377615	1.9063961111	0.2143068709	4.7575737418	21.7889181124	1.0035010529	4.8292711199	0.0705672362	0.0142731091	0.2204737767	0.2020962803	3.4216570898	0.0830536224	8.970637896	0.0438201325	0.273	0.15	0.9470866437
0.0207666888	0.2335689433	7.6516767111	0.2753083703	3.8117383273	0.1936179018	4.7021217493	3.3844528791	0.7639257301	13.8261542744	0.2680277116	2.2696218944	0.0331289316	0.008855548	0.8833924759	0.6160146045	3.5878153669	0.2616538776	3.0757145955	0.086690077	0.273	0.15	0.7193897601
0.0139362112	0.1710192608	4.5931910206	0.5746661788	1.4365035224	0.2132016865	2.5412592338	2.1809300666	0.3419118062	22.2608875597	0.2187124101	6.3890813434	0.0489105705	0.0108475788	4.3702982766	0.3042988928	0.0094980353	0.0490034546	11.1313920122	0.0529331996	0.273	0.15	0.0002875332
0.0090837062	0.3263091643	3.5747250881	0.7092222658	0.2486235745	0.1439303198	1.0366589791	4.6394715509	1.4422439928	26.6470316081	0.1757546179	1.029342691	0.0326308493	0.0094362132	1.8779756783	0.0480684693	0.0090531684	0.1490329472	11.9834529036	0.0509005498	0.273	0.15	0.7669521034
0.0436756793	0.193329009	7.5115022	0.478081205	0.2333005061	0.085467576	4.667265374	0.2177106712	0.2345528321	5.40029335	0.4238010357	3.0129107153	0.1036742061	0.0115240409	0.1543021791	0.2940522479	0.9511731952	0.1104832869	15.820171222	0.0784916956	0.273	0.15	0.936818258
0.0245744117	0.4588228976	3.6319101533	0.7493397913	0.8614295357	0.0341153475	3.7870455794	1.7568059915	0.651201926	23.2784556718	0.5731344737	2.8436260063	0.03261464	0.0104141476	1.7613232801	0.1346010144	0.0014641407	0.3606664873	43.3296752668	0.1622804193	0.273	0.15	0.0035015747
0.0469230965	0.5778097035	9.1522255965	0.2845920226	0.0485956615	1.2784017065	3.0961449496	1.0302844265	3.2278158769	19.4792924888	1.2532222459	1.3534231694	0.0683404036	0.0088853094	2.0915592148	0.2401855682	0.0003652949	0.0621049551	10.303949577	0.1256778586	0.273	0.15	1.6829333365
0.0358295464	0.0898809731	8.9351103545	0.2646716558	1.6199721242	0.1732054259	4.0916739978	0.4933724481	0.200351192	3.1021101398	0.2144630732	1.745133577	0.0402577077	0.0160983014	2.6700641229	1.7472812854	0.0061649942	0.0695866359	4.3554860129	0.1379946514	0.273	0.15	0.1151342771
0.0456890159	0.0881559971	9.6076135414	0.0583352493	0.1466746047	1.2145768288	2.7460197335	0.8187782812	7.4365622536	26.9686173856	0.3741955566	1.8440113017	0.0264423635	0.0083433197	4.6131897608	0.0681127313	0.0039776938	0.0480250883	1.0214355354	0.0428758951	0.273	0.15	0.0001455728
0.0645317476	0.7893966159	5.2138290094	0.3572055224	0.2689429175	0.213490664	1.6049109199	0.2276384029	0.4188756241	11.4425731174	0.7199078597	3.443903545	0.0916721952	0.0080259375	1.1766376271	0.1317733775	0.507809084	0.0316679	19.1838804949	0.3281649101	0.273	0.15	0.0323184109
0.0031981125	0.1606197685	7.333211004	0.0581189938	0.425627338	0.0188521897	2.066413303	0.0539104912	0.0577173355	5.338781513	0.6500793395	1.7683565527	0.0254332368	0.0094441954	5.8262479368	0.3280304157	0.034087826	0.0784946604	1.2103784724	0.0641715576	0.273	0.15	2.2872402933
0.0300616942	0.34362511	9.8830831902	2.3634419844	0.031288066	0.0652908665	3.3061703431	1.0071221128	1.059221505	23.9573694254	1.0026350335	4.1689166561	0.0842716509	0.0281690996	8.9620225413	0.1801016952	0.1660572704	0.363643035	28.6544297391	0.041692611	0.273	0.15	35.5913180103
0.0603357121	0.2577186071	4.9945240441	0.1920768022	0.6249195224	0.4068494607	4.7888435433	1.8992590974	1.1385775387	6.8610630353	0.5946090861	1.0812220875	0.1515876848	0.0132722909	7.7620699317	0.3928320913	2.9793147861	0.1638434556	5.4495688022	0.0857192421	0.273	0.15	13.7099205722
0.0435716822	0.1952355252	4.6298464407	0.0507832894	0.5115835208	0.5113677757	3.7979701655	0.1663385101	1.8657727453	21.0445491776	0.8757706672	1.6645199852	0.0363908044	0.0092956749	0.1519565393	0.0303207587	0.0004302721	0.2132517869	2.6772035167	0.0839266226	0.273	0.15	0.8776487327
0.0622174655	0.2762446341	8.0979676221	0.7426018239	0.0529253783	0.0747113063	1.6569052091	6.414795683	2.065001059	14.4698285788	0.2417655498	2.2981761989	0.0878586199	0.0079195541	0.1678544889	0.051692013	0.0007291558	0.0770414094	13.614232933	0.0990998818	0.273	0.15	0.1732144826
0.0780951258	0.4138680809	10.5877998601	0.5593357299	0.0620580344	0.1447885079	1.8296340101	0.1153688841	1.1004391986	9.4244459218	0.4272437334	3.4177632939	0.0757619986	0.0099577801	1.3154361269	0.2038270029	0.010551135	0.0779843934	19.2744559575	0.0514060159	0.273	0.15	0.086669557
0.0620148165	0.1968766317	7.3042010035	0.2230826417	1.2454365536	0.0580775289	3.9272536532	1.7018306994	0.6654607036	17.2063293106	0.4566638977	1.681946023	0.0506222734	0.0085495673	0.0881118907	0.0247250293	0.0718197676	0.035523608	9.1838325723	0.0728638106	0.273	0.15	0.001674487
0.0529756891	0.1313528979	3.7358746568	0.1600037707	0.0342700925	0.035611875	1.939677627	6.4634143325	0.3538455879	5.0452775063	0.2905550182	17.465287411	0.0532027868	0.011178219	0.1262669315	0.0920107047	0.0028282614	0.0535158051	36.9018290216	0.0401517043	0.273	0.15	0.0458426134
0.0292669733	0.7980215785	9.5658103865	0.130022229	0.2614894368	0.2027309043	3.584652809	0.4655958625	1.5850124504	27.1747343467	1.0150597817	7.8782562814	0.0320967859	0.0119679511	0.1452600497	0.0615965499	6.7165382235	0.0976765798	1.1491937569	0.0455701914	0.273	0.15	0.1293579427
0.0221862639	0.0793902406	10.8711525992	0.0737912962	0.6715412828	0.1046112637	3.7268689371	2.0058540122	0.5332603802	2.8812595985	0.3329922853	1.0680499513	0.117163218	0.0226615613	1.8816711836	0.1938533194	0.0050457117	0.0998335843	0.8285342257	0.0798031847	0.273	0.15	3.5132171449
0.0183543002	0.0936598842	8.0354601564	0.0437577381	0.305209034	0.1574079758	3.2774275872	0.4700426531	0.9910136833	5.2133111717	0.3903823197	1.1404166194	0.0366416502	0.0119132337	0.1243612551	0.1175777793	5.1834253377	0.0753953974	0.2597726337	0.0713973302	0.273	0.15	0.4725237381
0.0154498171	0.4111931547	5.2359137522	0.0560029439	0.1303518919	0.3981368327	2.8573756088	5.8544959124	3.9567680065	14.2439679207	1.8315061224	1.1602721013	0.0599741472	0.010192492	1.711950372	0.0507951593	2.6037576936	0.0705899418	0.6953805105	0.0409240912	0.273	0.15	0.3913799056
0.0541316303	0.596722901	8.2343325224	0.7091978219	0.5057481781	2.0608450974	1.8330434004	0.5777146943	4.9587219528	27.0544690207	2.1201577673	4.7846483436	0.0436843907	0.0084278505	1.7318614283	0.0182106889	0.1970559094	0.0430628742	14.1972346757	0.041909457	0.273	0.15	0.3892788671
0.0046738307	0.2240473822	5.9826346708	3.2193452019	0.3400006219	0.0417080376	2.0785738332	0.1386177322	0.0790649638	20.37866138	0.2512309553	1.0925343044	0.0448220057	0.0081711241	10.010949955	0.5051895071	0.150800968	0.057710658	25.066864473	0.3233421093	0.273	0.15	0.1423013717
0.0584962895	0.5699770174	5.4324701325	0.9332665675	1.266167195	0.1285548703	4.4480041637	0.4387231697	0.7943246941	24.2371182966	0.3450692566	2.1778570404	0.1032683033	0.0106953197	0.480737221	0.1665877576	4.5950157599	0.0501216142	20.3834523698	0.045985583	0.273	0.15	31.4971099897
0.0250048729	0.7105053764	4.9774245265	0.2398082165	3.1541545515	0.7215090723	3.2407951565	1.173017818	1.8175726342	13.4160041822	0.4621776098	3.4799579891	0.0447738772	0.0187414749	1.0003544205	0.3195596818	0.0196147668	0.1106218952	6.544301393	0.0432728081	0.273	0.15	0.3462056781
0.0726441193	0.3904553781	6.184192612	0.2366674136	2.4964475907	0.1398196652	3.7083566254	0.9533359259	1.5543481604	20.2678614936	0.4504608294	14.7060863387	0.1084757421	0.0117371552	9.4875919027	0.2634755558	0.6634390783	0.1818497649	35.3783211737	0.0526066407	0.273	0.15	0.0001875738
0.0047389371	0.2910132726	2.7358808686	0.2262083351	0.3195230425	0.0163016055	1.5483033068	0.480620208	0.119913787	13.6784891017	0.4718339966	3.4407661068	0.0363030449	0.0081105491	0.3248387396	0.1400470275	0.8091794628	0.036092229	14.5344614199	0.0424791552	0.273	0.15	0.8217099298
0.0147055994	0.2765962663	3.5438867044	0.0754559666	0.4452891308	0.090171483	3.1031559633	0.3718076841	0.5135215017	21.5921365924	0.6549889951	2.0602796099	0.0915515661	0.008685762	5.504924625	0.2186451954	0.0003229808	0.052619004	1.0038865876	0.0894636431	0.273	0.15	0.472916409
0.0521654407	0.5985981884	5.9440981163	0.0518369266	0.7240620672	1.7434868284	3.5471673678	1.1221043496	2.1659529865	17.0679134663	0.3749034159	1.751084711	0.0386291942	0.0087649417	1.4522288665	1.1990160866	0.0042738221	0.0628874825	1.0786925841	0.1312977925	0.273	0.15	0.0002282386
0.0052752166	0.6639355683	4.6261359314	0.2079701471	0.421733473	0.0321244612	4.6084358384	0.7737350009	0.0719491897	3.3450453336	1.8481927842	2.3827747378	0.0602227825	0.0077185618	6.8661998052	1.3924612886	0.5486582428	0.0328239063	0.5623665149	0.0478097364	0.273	0.15	28.292151855
0.0271585756	0.4386853841	11.4694572603	0.3525154936	1.1692897152	0.4039772364	2.8586543728	0.0908300964	1.4977740125	21.9046030605	0.3952480601	1.4776917971	0.0966824107	0.010779063	0.3120750648	0.2177514583	0.1703059379	0.0718484212	2.6865835439	0.0387463098	0.273	0.15	0.1918738976
0.0011792165	0.2705918884	2.6587970516	0.0837126269	0.4309439334	0.0804597341	4.1844233489	0.2729091647	0.1378818609	20.2755506415	0.680144617	1.9040378678	0.1000918731	0.0101162559	0.4085325487	0.6337912519	1.1026291541	0.0808506289	1.6659665136	0.040637946	0.273	0.15	10.4847961146
0.0314332342	0.0520714354	8.1860453189	0.2323763821	0.0460214024	0.0988345194	1.5500344299	0.031190722	0.5465450989	1.9833953722	0.2142724588	1.0534926645	0.1450722159	0.0103828372	1.7194146932	0.1074690195	0.0002673721	0.0508446965	6.299755508	0.0411748868	0.273	0.15	0.0011773235
0.0670506309	0.158898172	7.9905423724	1.1089447925	0.0837281679	2.2522386824	4.3664153205	0.1523979555	1.4874545784	26.9936048758	0.21719982	1.5090481013	0.0381187414	0.0077825662	0.3726830643	0.0419328539	0.0003437662	0.0333365461	42.1540174981	0.0565267829	0.273	0.15	0.3232321466
0.0191208699	0.6207186148	5.0535253847	0.2141086952	0.0307745191	0.2072734669	0.6125046026	3.9795357229	1.7176804049	15.2062294417	0.3620982978	3.8222413165	0.0360324718	0.0080706204	0.7848304778	0.0404044962	0.0029288364	0.0502370906	1.8957304104	0.0400222413	0.273	0.15	0.0001919138
0.0799287851	0.0714538888	2.1799470512	0.0658865739	3.0883261367	0.1495352089	1.3676247851	1.4085774725	0.9228401914	3.728433542	0.2092496042	3.30835382	0.0401637914	0.014401926	1.3550159029	0.0840614791	0.0041985593	0.0894895747	6.1360194151	0.0557368016	0.273	0.15	1.1852602583
0.0778017968	0.4747439972	10.6093250597	0.6588624414	1.1291038516	0.9499800036	1.8013019434	0.1996311789	2.3295480479	11.3375905163	1.2697428663	1.0694100742	0.1042140439	0.0128938467	0.0597076738	0.0217269669	0.0020361594	0.0505327743	9.8534176384	0.1383546633	0.273	0.15	2.7320409828
0.0181794745	0.3263019304	3.045965373	0.2614804658	0.3036062945	0.0340559251	2.882311148	0.2272231589	0.0517134107	5.2704620739	1.6858979889	5.2863555361	0.056923333	0.0090644984	0.0861241136	0.4261800506	0.0093162519	0.0586805516	31.2037611583	0.1199487747	0.273	0.15	0.0556594302
0.0256584774	0.3912730448	3.4355711111	0.0741640044	0.5040205067	0.1504577829	4.7431526849	0.1402375887	0.2268831205	13.9335381735	1.2468880087	1.0283562379	0.0315368495	0.0094898199	7.646063451	0.0809312688	10.5273532121	0.0578422425	1.3134820424	0.4075071772	0.273	0.15	29.6299085029
0.0231364486	0.4053621137	10.2856359163	3.1554123717	0.3690694571	0.0417690619	2.8687905465	0.1906573586	0.1122658547	4.3724293896	1.3380813684	1.1500393728	0.0276298938	0.0093112885	0.6130333645	0.9587688465	0.0010399443	0.0391540533	14.3950405894	0.4709752314	0.273	0.15	0.0178048456
0.0116697044	0.0833458659	10.7343837997	0.2502964014	0.0377150166	0.0470778838	1.4882336869	0.1261315756	0.1361861362	2.5628039566	0.298099185	2.3729237729	0.0767332373	0.0141058646	1.0234421548	0.3486637846	0.0291395399	0.0648519978	1.6851068852	0.0639638708	0.273	0.15	2.9875214956
0.0182490452	0.5511253644	9.3449087505	0.1087514916	4.3878255589	0.0450902477	3.4637660827	1.7578622226	0.5436511594	20.3980151285	1.5713435161	1.5544964355	0.072938281	0.010602761	5.3354216464	0.1579129244	0.0352997723	0.1412187612	0.5589027798	0.0446150058	0.273	0.15	0.0003926544
0.0071841364	0.4848044964	10.8071493639	0.0456279064	0.0349381208	0.1179905648	3.104188335	3.0298280749	0.3510981605	23.4744224552	0.5218887193	1.0400348987	0.1320817801	0.0095800782	2.090244218	0.6489352395	0.0031543934	0.1230954196	0.1994798086	0.0673963425	0.273	0.15	0.2132389655
0.0843429271	0.3994573497	11.0633043683	0.1641811361	4.5270884606	3.5856913844	3.7069536534	0.9169152419	2.8435407788	18.9218089528	0.8315635536	1.0910273512	0.028728182	0.0098161122	0.320165979	0.3493816496	0.0010917921	0.0452723287	3.6271213696	0.3657223015	0.273	0.15	0.0029973176
0.0044194048	0.0837106541	5.0723561552	0.2293220005	0.7729386498	0.0712893465	3.9177569436	0.1290375767	0.2518677453	23.9181872589	0.3836763554	1.6307407882	0.044451242	0.0144486226	4.8307817415	0.1710198323	0.003880673	0.0622813945	9.3273623556	0.0768443439	0.273	0.15	0.8420288081
0.0246234283	0.4923638191	8.758373442	0.4490605674	0.4184478061	0.0125577481	3.0466431033	1.3102213099	0.7764332494	16.0089862194	0.2949972933	11.6732241857	0.0445272587	0.0173040451	0.3258962738	0.032077947	0.0046249126	0.0766145682	15.0423830119	0.0407815814	0.273	0.15	0.3404511564
0.0170533536	0.1231141321	7.917085089	0.6822068168	3.2369956078	0.2547955638	0.6458532227	0.7706761064	2.3029558532	22.1296054349	0.2241361376	2.1949450275	0.0306671259	0.0131170562	0.3467033804	0.0423511171	0.0012613741	0.0708015639	14.9783543356	0.0454528481	0.273	0.15	0.0128531337
0.0610350014	0.3410953517	5.2420239107	1.1669733403	0.0421457725	0.2019839402	3.4664170827	0.1308837565	1.9336328519	15.7638024967	0.4969833976	1.2098332088	0.0942276784	0.0080905661	6.9919371804	0.0147283881	0.0037868693	0.032884439	35.7679803212	0.064254921	0.273	0.15	2.0567572598
0.007104399	0.2472169387	4.961709289	3.9615282565	0.2149758353	0.1147322296	3.8775522434	0.8660056679	0.0804279307	1.1457090053	0.1988700688	1.2860475282	0.026564753	0.0087343389	7.7816985854	0.2131388203	0.0004336717	0.0385051609	13.9929792979	0.0690793274	0.273	0.15	31.4783292653
0.0152266313	0.2015907679	11.3905035766	0.1026833715	0.7085181966	0.028336658	3.3502737763	0.1364111029	0.1012242916	9.7724384434	0.17787736	1.0851949179	0.0254240241	0.009868365	0.1117066132	0.0900280751	0.0111078057	0.0531133971	2.507427698	0.1236385534	0.273	0.15	0.0015193076
0.0424756381	0.0616007412	10.2961227479	0.5395788234	1.090024891	0.0561590148	2.4539669007	3.0980717446	2.2650233523	12.7163089521	0.1731425728	1.8611024208	0.0600481377	0.0228120121	3.2663871625	0.0227298505	0.0256764046	0.092735378	6.0684554728	0.0969238733	0.273	0.15	0.7197713532
0.0290705999	0.3655559839	4.1072167747	0.2800394573	3.3599366132	0.169927992	2.8048343438	4.0390377944	0.4762899739	14.3263458488	0.3054464514	3.6752445827	0.0664447851	0.0112956747	4.3591313843	0.5411147378	0.8233106123	0.1056672782	15.0244785385	0.0743994946	0.273	0.15	11.5028541824
0.0319491796	0.1835052638	9.3583504226	0.0869122862	0.2817679014	0.012496595	3.1582348548	0.8720606958	1.4189586212	17.6877119187	0.3284522321	5.9883346214	0.0405359059	0.0130259299	0.3231852246	0.0196098101	0.003318415	0.0848411053	8.9959409221	0.0418857057	0.273	0.15	0.0236963787
0.047138954	0.0413252522	6.7531496765	0.0841378893	0.0885307065	0.1326885382	3.6049020147	0.1968877774	8.7623186653	19.4654803981	0.2086589652	1.2375060334	0.0727293086	0.0113397468	0.0917809587	0.0310748204	0.0002349547	0.0525201326	2.6019686708	0.0495258057	0.273	0.15	0.1639516784
